time,speed,ref
0.914,0.0,0.0
0.916,0.0,0.0
0.918,0.0,0.0
0.92,0.0,0.0
0.922,0.0,0.0
0.924,0.0,0.0
0.927,0.0,0.0
0.929,0.0,0.0
0.931,0.0,0.0
0.933,0.0,0.0
0.935,0.0,0.0
0.937,0.0,0.0
0.939,0.0,0.0
0.941,0.0,0.0
0.944,0.0,0.0
0.946,0.0,0.0
0.948,0.0,0.0
0.95,0.0,0.0
0.952,0.0,0.0
0.954,0.0,0.0
0.956,0.0,0.0
0.959,0.0,0.0
0.961,0.0,0.0
0.963,0.0,0.0
0.965,0.0,0.0
0.967,0.0,0.0
0.969,0.0,0.0
0.971,0.0,0.0
0.973,0.0,0.0
0.976,0.0,0.0
0.978,0.0,0.0
0.98,0.0,0.0
0.982,0.0,0.0
0.984,0.0,0.0
0.986,0.0,0.0
0.988,0.0,0.0
0.99,0.0,0.0
0.993,0.0,0.0
0.995,0.0,0.0
0.997,0.0,0.0
0.999,0.0,0.0
1.001,0.0,0.0
1.003,0.0,0.0
1.005,0.0,0.0
1.007,0.0,0.0
1.01,0.0,0.0
1.012,0.0,0.0
1.014,0.0,0.0
1.016,0.0,0.0
1.018,0.0,0.0
1.02,0.0,0.0
1.022,0.0,0.0
1.025,0.0,0.0
1.027,0.0,0.0
1.029,0.0,0.0
1.031,0.0,0.0
1.033,0.0,0.0
1.035,0.0,0.0
1.037,0.0,0.0
1.039,0.0,0.0
1.042,0.0,0.0
1.044,0.0,0.0
1.046,0.0,0.0
1.048,0.0,0.0
1.05,0.0,0.0
1.052,0.0,0.0
1.054,0.0,0.0
1.056,0.0,0.0
1.059,0.0,0.0
1.061,0.0,0.0
1.063,0.0,0.0
1.065,0.0,0.0
1.067,0.0,0.0
1.069,0.0,0.0
1.071,0.0,0.0
1.073,0.0,0.0
1.076,0.0,0.0
1.078,0.0,0.0
1.08,0.0,0.0
1.082,0.0,0.0
1.084,0.0,0.0
1.086,0.0,0.0
1.088,0.0,0.0
1.091,0.0,0.0
1.093,0.0,0.0
1.095,0.0,0.0
1.097,0.0,0.0
1.099,0.0,0.0
1.101,0.0,0.0
1.103,0.0,0.0
1.105,0.0,0.0
1.108,0.0,0.0
1.11,0.0,0.0
1.112,0.0,0.0
1.114,0.0,0.0
1.116,0.0,0.0
1.118,0.0,0.0
1.12,0.0,0.0
1.122,0.0,0.0
1.125,0.0,0.0
1.127,0.0,0.0
1.129,0.0,0.0
1.131,0.0,0.0
1.133,0.0,0.0
1.135,0.0,0.0
1.137,0.0,0.0
1.139,0.0,0.0
1.142,0.0,0.0
1.144,0.0,0.0
1.146,0.0,0.0
1.148,0.0,0.0
1.15,0.0,0.0
1.152,0.0,0.0
1.154,0.0,0.0
1.157,0.0,0.0
1.159,0.0,0.0
1.161,0.0,0.0
1.163,0.0,0.0
1.165,0.0,0.0
1.167,0.0,0.0
1.169,0.0,0.0
1.171,0.0,0.0
1.174,0.0,0.0
1.176,0.0,0.0
1.178,0.0,0.0
1.18,0.0,0.0
1.182,0.0,0.0
1.184,0.0,0.0
1.186,0.0,0.0
1.188,0.0,0.0
1.191,0.0,0.0
1.193,0.0,0.0
1.195,0.0,0.0
1.197,0.0,0.0
1.199,0.0,0.0
1.201,0.0,0.0
1.203,0.0,0.0
1.205,0.0,0.0
1.208,0.0,0.0
1.21,0.0,0.0
1.212,0.0,0.0
1.214,0.0,0.0
1.216,0.0,0.0
1.218,0.0,0.0
1.22,0.0,0.0
1.223,0.0,0.0
1.225,0.0,0.0
1.227,0.0,0.0
1.229,0.0,0.0
1.231,0.0,0.0
1.233,0.0,0.0
1.235,0.0,0.0
1.237,0.0,0.0
1.24,0.0,0.0
1.242,0.0,0.0
1.244,0.0,0.0
1.246,0.0,0.0
1.248,0.0,0.0
1.25,0.0,0.0
1.252,0.0,0.0
1.254,0.0,0.0
1.257,0.0,0.0
1.259,0.0,0.0
1.261,0.0,0.0
1.263,0.0,0.0
1.265,0.0,0.0
1.267,0.0,0.0
1.269,0.0,0.0
1.271,0.0,0.0
1.274,0.0,0.0
1.276,0.0,0.0
1.278,0.0,0.0
1.28,0.0,0.0
1.282,0.0,0.0
1.284,0.0,0.0
1.286,0.0,0.0
1.289,0.0,0.0
1.291,0.0,0.0
1.293,0.0,0.0
1.295,0.0,0.0
1.297,0.0,0.0
1.299,0.0,0.0
1.301,0.0,0.0
1.303,0.0,0.0
1.306,0.0,0.0
1.308,0.0,0.0
1.31,0.0,0.0
1.312,0.0,0.0
1.314,0.0,0.0
1.316,0.0,0.0
1.318,0.0,0.0
1.32,0.0,0.0
1.323,0.0,0.0
1.325,0.0,0.0
1.327,0.0,0.0
1.329,0.0,0.0
1.331,0.0,0.0
1.333,0.0,0.0
1.335,0.0,0.0
1.337,0.0,0.0
1.34,0.0,0.0
1.342,0.0,0.0
1.344,0.0,0.0
1.346,0.0,0.0
1.348,0.0,0.0
1.35,0.0,0.0
1.352,0.0,0.0
1.355,0.0,0.0
1.357,0.0,0.0
1.359,0.0,0.0
1.361,0.0,0.0
1.363,0.0,0.0
1.365,0.0,0.0
1.367,0.0,0.0
1.369,0.0,0.0
1.372,0.0,0.0
1.374,0.0,0.0
1.376,0.0,0.0
1.378,0.0,0.0
1.38,0.0,0.0
1.382,0.0,0.0
1.384,0.0,0.0
1.386,0.0,0.0
1.389,0.0,0.0
1.391,0.0,0.0
1.393,0.0,0.0
1.395,0.0,0.0
1.397,0.0,0.0
1.399,0.0,0.0
1.401,0.0,0.0
1.403,0.0,0.0
1.406,0.0,0.0
1.408,0.0,0.0
1.41,0.0,0.0
1.412,0.0,0.0
1.414,0.0,0.0
1.416,0.0,0.0
1.418,0.0,0.0
1.421,0.0,0.0
1.423,0.0,0.0
1.425,0.0,0.0
1.427,0.0,0.0
1.429,0.0,0.0
1.431,0.0,0.0
1.433,0.0,0.0
1.435,0.0,0.0
1.438,0.0,0.0
1.44,0.0,0.0
1.442,0.0,0.0
1.444,0.0,0.0
1.446,0.0,0.0
1.448,0.0,0.0
1.45,0.0,0.0
1.452,0.0,0.0
1.455,0.0,0.0
1.457,0.0,0.0
1.459,0.0,0.0
1.461,0.0,0.0
1.463,0.0,0.0
1.465,0.0,0.0
1.467,0.0,0.0
1.469,0.0,0.0
1.472,0.0,0.0
1.474,0.0,0.0
1.476,0.0,0.0
1.478,0.0,0.0
1.48,0.0,0.0
1.482,0.0,0.0
1.484,0.0,0.0
1.487,0.0,0.0
1.489,0.0,0.0
1.491,0.0,0.0
1.493,0.0,0.0
1.495,0.0,0.0
1.497,0.0,0.0
1.499,0.0,0.0
1.501,0.0,0.0
1.504,0.0,0.0
1.506,0.0,0.0
1.508,0.0,0.0
1.51,0.0,0.0
1.512,0.0,0.0
1.514,0.0,0.0
1.516,0.0,0.0
1.518,0.0,0.0
1.521,0.0,0.0
1.523,0.0,0.0
1.525,0.0,0.0
1.527,0.0,0.0
1.529,0.0,0.0
1.531,0.0,0.0
1.533,0.0,0.0
1.535,0.0,0.0
1.538,0.0,0.0
1.54,0.0,0.0
1.542,0.0,0.0
1.544,0.0,0.0
1.546,0.0,0.0
1.548,0.0,0.0
1.55,0.0,0.0
1.553,0.0,0.0
1.555,0.0,0.0
1.557,0.0,0.0
1.559,0.0,0.0
1.561,0.0,0.0
1.563,0.0,0.0
1.565,0.0,0.0
1.567,0.0,0.0
1.57,0.0,0.0
1.572,0.0,0.0
1.574,0.0,0.0
1.576,0.0,0.0
1.578,0.0,0.0
1.58,0.0,0.0
1.582,0.0,0.0
1.584,0.0,0.0
1.587,0.0,0.0
1.589,0.0,0.0
1.591,0.0,0.0
1.593,0.0,0.0
1.595,0.0,0.0
1.597,0.0,0.0
1.599,0.0,0.0
1.601,0.0,0.0
1.604,0.0,0.0
1.606,0.0,0.0
1.608,0.0,0.0
1.61,0.0,0.0
1.612,0.0,0.0
1.614,0.0,0.0
1.616,0.0,0.0
1.619,0.0,0.0
1.621,0.0,0.0
1.623,0.0,0.0
1.625,0.0,0.0
1.627,0.0,0.0
1.629,0.0,0.0
1.631,0.0,0.0
1.633,0.0,0.0
1.636,0.0,0.0
1.638,0.0,0.0
1.64,0.0,0.0
1.642,0.0,0.0
1.644,0.0,0.0
1.646,0.0,0.0
1.648,0.0,0.0
1.65,0.0,0.0
1.653,0.0,0.0
1.655,0.0,0.0
1.657,0.0,0.0
1.659,0.0,0.0
1.661,0.0,0.0
1.663,0.0,0.0
1.665,0.0,0.0
1.667,0.0,0.0
1.67,0.0,0.0
1.672,0.0,0.0
1.674,0.0,0.0
1.676,0.0,0.0
1.678,0.0,0.0
1.68,0.0,0.0
1.682,0.0,0.0
1.685,0.0,0.0
1.687,0.0,0.0
1.689,0.0,0.0
1.691,0.0,0.0
1.693,0.0,0.0
1.695,0.0,0.0
1.697,0.0,0.0
1.699,0.0,0.0
1.702,0.0,0.0
1.704,0.0,0.0
1.706,0.0,0.0
1.708,0.0,0.0
1.71,0.0,0.0
1.712,0.0,0.0
1.714,0.0,0.0
1.716,0.0,0.0
1.719,0.0,0.0
1.721,0.0,0.0
1.723,0.0,0.0
1.725,0.0,0.0
1.727,0.0,0.0
1.729,0.0,0.0
1.731,0.0,0.0
1.733,0.0,0.0
1.736,0.0,0.0
1.738,0.0,0.0
1.74,0.0,0.0
1.742,0.0,0.0
1.744,0.0,0.0
1.746,0.0,0.0
1.748,0.0,0.0
1.751,0.0,0.0
1.753,0.0,0.0
1.755,0.0,0.0
1.757,0.0,0.0
1.759,0.0,0.0
1.761,0.0,0.0
1.763,0.0,0.0
1.765,0.0,0.0
1.768,0.0,0.0
1.77,0.0,0.0
1.772,0.0,0.0
1.774,0.0,0.0
1.776,0.0,0.0
1.778,0.0,0.0
1.78,0.0,0.0
1.782,0.0,0.0
1.785,0.0,0.0
1.787,0.0,0.0
1.789,0.0,0.0
1.791,0.0,0.0
1.793,0.0,0.0
1.795,0.0,0.0
1.797,0.0,0.0
1.799,0.0,0.0
1.802,0.0,0.0
1.804,0.0,0.0
1.806,0.0,0.0
1.808,0.0,0.0
1.81,0.0,0.0
1.812,0.0,0.0
1.814,0.0,0.0
1.817,0.0,0.0
1.819,0.0,0.0
1.821,0.0,0.0
1.823,0.0,0.0
1.825,0.0,0.0
1.827,0.0,0.0
1.829,0.0,0.0
1.831,0.0,0.0
1.834,0.0,0.0
1.836,0.0,0.0
1.838,0.0,0.0
1.84,0.0,0.0
1.842,0.0,0.0
1.844,0.0,0.0
1.846,0.0,0.0
1.848,0.0,0.0
1.851,0.0,0.0
1.853,0.0,0.0
1.855,0.0,0.0
1.857,0.0,0.0
1.859,0.0,0.0
1.861,0.0,0.0
1.863,0.0,0.0
1.865,0.0,0.0
1.868,0.0,0.0
1.87,0.0,0.0
1.872,0.0,0.0
1.874,0.0,0.0
1.876,0.0,0.0
1.878,0.0,0.0
1.88,0.0,0.0
1.883,0.0,0.0
1.885,0.0,0.0
1.887,0.0,0.0
1.889,0.0,0.0
1.891,0.0,0.0
1.893,0.0,0.0
1.895,0.0,0.0
1.897,0.0,0.0
1.9,0.0,0.0
1.902,0.0,0.0
1.904,0.0,0.0
1.906,0.0,0.0
1.908,0.0,0.0
1.91,0.0,0.0
1.912,0.0,0.0
1.914,0.0,0.0
1.917,0.0,0.0
1.919,0.0,0.0
1.921,0.0,0.0
1.923,0.0,0.0
1.925,0.0,0.0
1.927,0.0,0.0
1.929,0.0,0.0
1.931,0.0,0.0
1.934,0.0,0.0
1.936,0.0,0.0
1.938,0.0,0.0
1.94,0.0,0.0
1.942,0.0,0.0
1.944,0.0,0.0
1.946,0.0,0.0
1.949,0.0,0.0
1.951,0.0,0.0
1.953,0.0,0.0
1.955,0.0,0.0
1.957,0.0,0.0
1.959,0.0,0.0
1.961,0.0,0.0
1.963,0.0,0.0
1.966,0.0,0.0
1.968,0.0,0.0
1.97,0.0,0.0
1.972,0.0,0.0
1.974,0.0,0.0
1.976,0.0,0.0
1.978,0.0,0.0
1.98,0.0,0.0
1.983,0.0,0.0
1.985,0.0,0.0
1.987,0.0,0.0
1.989,0.0,0.0
1.991,0.0,0.0
1.993,0.0,0.0
1.995,0.0,0.0
1.997,0.0,0.0
2.0,0.0,0.0
2.002,0.0,0.0
2.004,0.0,0.0
2.006,0.0,0.0
2.008,0.0,0.0
2.01,0.0,0.0
2.012,0.0,0.0
2.014,0.0,0.0
2.017,0.0,0.0
2.019,0.0,0.0
2.021,0.0,0.0
2.023,0.0,0.0
2.025,0.0,0.0
2.027,0.0,0.0
2.029,0.0,0.0
2.031,0.0,0.0
2.034,0.0,0.0
2.036,0.0,0.0
2.038,0.0,0.0
2.04,0.0,0.0
2.042,0.0,0.0
2.044,0.0,0.0
2.046,0.0,0.0
2.048,0.0,0.0
2.051,0.0,0.0
2.053,0.0,0.0
2.055,0.0,0.0
2.057,0.0,0.0
2.059,0.0,0.0
2.061,0.0,0.0
2.063,0.0,0.0
2.065,0.0,0.0
2.068,0.0,0.0
2.07,0.0,0.0
2.072,0.0,0.0
2.074,0.0,0.0
2.076,0.0,0.0
2.078,0.0,0.0
2.08,0.0,0.0
2.082,0.0,0.0
2.085,0.0,0.0
2.087,0.0,0.0
2.089,0.0,0.0
2.091,0.0,0.0
2.093,0.0,0.0
2.095,0.0,0.0
2.097,0.0,0.0
2.099,0.0,0.0
2.102,0.0,0.0
2.104,0.0,0.0
2.106,0.0,0.0
2.108,0.0,0.0
2.11,0.0,0.0
2.112,0.0,0.0
2.114,0.0,0.0
2.117,0.0,0.0
2.119,0.0,0.0
2.121,0.0,0.0
2.123,0.0,0.0
2.125,0.0,0.0
2.127,0.0,0.0
2.129,0.0,0.0
2.131,0.0,0.0
2.134,0.0,0.0
2.136,0.0,0.0
2.138,0.0,0.0
2.14,0.0,0.0
2.142,0.0,0.0
2.144,0.0,0.0
2.146,0.0,0.0
2.148,0.0,0.0
2.151,0.0,0.0
2.153,0.0,0.0
2.155,0.0,0.0
2.157,0.0,0.0
2.159,0.0,0.0
2.161,0.0,0.0
2.163,0.0,0.0
2.165,0.0,0.0
2.168,0.0,0.0
2.17,0.0,0.0
2.172,0.0,0.0
2.174,0.0,0.0
2.176,0.0,0.0
2.178,0.0,0.0
2.18,0.0,0.0
2.183,0.0,0.0
2.185,0.0,0.0
2.187,0.0,0.0
2.189,0.0,0.0
2.191,0.0,0.0
2.193,0.0,0.0
2.195,0.0,0.0
2.197,0.0,0.0
2.2,0.0,0.0
2.202,0.0,0.0
2.204,0.0,0.0
2.206,0.0,0.0
2.208,0.0,0.0
2.21,0.0,0.0
2.212,0.0,0.0
2.214,0.0,0.0
2.217,0.0,0.0
2.219,0.0,0.0
2.221,0.0,0.0
2.223,0.0,0.0
2.225,0.0,0.0
2.227,0.0,0.0
2.229,0.0,0.0
2.231,0.0,0.0
2.234,0.0,0.0
2.236,0.0,0.0
2.238,0.0,0.0
2.24,0.0,0.0
2.242,0.0,0.0
2.244,0.0,0.0
2.246,0.0,0.0
2.249,0.0,0.0
2.251,0.0,0.0
2.253,0.0,0.0
2.255,0.0,0.0
2.257,0.0,0.0
2.259,0.0,0.0
2.261,0.0,0.0
2.263,0.0,0.0
2.266,0.0,0.0
2.268,0.0,0.0
2.27,0.0,0.0
2.272,0.0,0.0
2.274,0.0,0.0
2.276,0.0,0.0
2.278,0.0,0.0
2.28,0.0,0.0
2.283,0.0,0.0
2.285,0.0,0.0
2.287,0.0,0.0
2.289,0.0,0.0
2.291,0.0,0.0
2.293,0.0,0.0
2.295,0.0,0.0
2.297,0.0,0.0
2.3,0.0,0.0
2.302,0.0,0.0
2.304,0.0,0.0
2.306,0.0,0.0
2.308,0.0,0.0
2.31,0.0,0.0
2.312,0.0,0.0
2.315,0.0,0.0
2.317,0.0,0.0
2.319,0.0,0.0
2.321,0.0,0.0
2.323,0.0,0.0
2.325,0.0,0.0
2.327,0.0,0.0
2.329,0.0,0.0
2.332,0.0,0.0
2.334,0.0,0.0
2.336,0.0,0.0
2.338,0.0,0.0
2.34,0.0,0.0
2.342,0.0,0.0
2.344,0.0,0.0
2.346,0.0,0.0
2.349,0.0,0.0
2.351,0.0,0.0
2.353,0.0,0.0
2.355,0.0,0.0
2.357,0.0,0.0
2.359,0.0,0.0
2.361,0.0,0.0
2.363,0.0,0.0
2.366,0.0,0.0
2.368,0.0,0.0
2.37,0.0,0.0
2.372,0.0,0.0
2.374,0.0,0.0
2.376,0.0,0.0
2.378,0.0,0.0
2.381,0.0,0.0
2.383,0.0,0.0
2.385,0.0,0.0
2.387,0.0,0.0
2.389,0.0,0.0
2.391,0.0,0.0
2.393,0.0,0.0
2.395,0.0,0.0
2.398,0.0,0.0
2.4,0.0,0.0
2.402,0.0,0.0
